ID,label
77918,SPORTS
111366,POLITICS
44425,POLITICS
171867,BUSINESS
182683,PARENTING
12526,WEIRD NEWS
197062,WEDDINGS
109110,COMEDY
69659,SPORTS
112319,CRIME
133291,WELLNESS
151481,BUSINESS
997,WORLD NEWS
31665,QUEER VOICES
20077,WORLD NEWS
69830,THE WORLDPOST
65032,HEALTHY LIVING
34675,WORLD NEWS
105997,MONEY
4926,POLITICS
112384,COLLEGE
172127,TRAVEL
152442,WELLNESS
135827,TRAVEL
66377,POLITICS
182835,WELLNESS
40228,POLITICS
5583,PARENTS
153700,TRAVEL
34537,QUEER VOICES
160082,PARENTING
152296,PARENTING
170573,WELLNESS
115499,WELLNESS
184065,TRAVEL
81705,IMPACT
78503,ENTERTAINMENT
54150,ENTERTAINMENT
43779,POLITICS
97635,WOMEN
145315,COMEDY
111037,POLITICS
142713,PARENTING
68261,ENTERTAINMENT
53106,IMPACT
145073,IMPACT
32425,POLITICS
166006,HOME & LIVING
79540,IMPACT
118100,SCIENCE
183065,MONEY
82928,ENTERTAINMENT
114262,ENTERTAINMENT
188519,TRAVEL
140868,HOME & LIVING
131546,WEDDINGS
185871,STYLE & BEAUTY
142033,DIVORCE
90837,TRAVEL
2063,POLITICS
125980,QUEER VOICES
120200,POLITICS
139708,TRAVEL
125435,POLITICS
17918,ENTERTAINMENT
30789,RELIGION
188645,SCIENCE
50732,ENTERTAINMENT
55735,POLITICS
30781,POLITICS
70173,POLITICS
67242,QUEER VOICES
133353,STYLE & BEAUTY
52326,PARENTS
129774,PARENTING
50491,WORLD NEWS
67649,POLITICS
122936,IMPACT
168339,HOME & LIVING
45206,POLITICS
134303,TRAVEL
4203,POLITICS
161458,WELLNESS
8702,WORLD NEWS
112815,EDUCATION
91906,POLITICS
17248,QUEER VOICES
81649,ENTERTAINMENT
26884,WOMEN
50473,RELIGION
95918,QUEER VOICES
182014,TRAVEL
94577,TRAVEL
3025,ENTERTAINMENT
131281,PARENTING
89673,ARTS
64256,RELIGION
47954,WORLD NEWS
33031,POLITICS
6957,THE WORLDPOST
24328,POLITICS
33324,POLITICS
169266,STYLE & BEAUTY
155974,WELLNESS
89408,WORLDPOST
49311,POLITICS
123184,QUEER VOICES
123992,POLITICS
41633,POLITICS
155466,FOOD & DRINK
36136,POLITICS
923,WELLNESS
74975,ENTERTAINMENT
191248,WEDDINGS
181218,PARENTING
32938,POLITICS
30167,PARENTS
174927,CRIME
121767,ENTERTAINMENT
171055,BLACK VOICES
73163,ENTERTAINMENT
12590,ENTERTAINMENT
64467,ENTERTAINMENT
160795,WELLNESS
184139,PARENTING
160648,WELLNESS
14656,QUEER VOICES
123436,RELIGION
100297,ENTERTAINMENT
123480,ENTERTAINMENT
25217,EDUCATION
142489,WELLNESS
80604,MEDIA
21373,QUEER VOICES
185276,PARENTING
535,ENTERTAINMENT
163080,ENTERTAINMENT
49167,HEALTHY LIVING
52014,COMEDY
103228,SCIENCE
187052,MONEY
165582,BUSINESS
73518,GREEN
181430,TRAVEL
28722,HEALTHY LIVING
198025,STYLE & BEAUTY
35726,ENTERTAINMENT
57598,ENTERTAINMENT
64506,POLITICS
6979,TECH
75472,POLITICS
74304,POLITICS
173930,STYLE
26342,SPORTS
114168,COMEDY
117137,ENTERTAINMENT
101468,POLITICS
190173,WELLNESS
134260,WEDDINGS
130714,DIVORCE
156470,WEDDINGS
155089,HOME & LIVING
2344,POLITICS
72727,COMEDY
144668,CRIME
35053,THE WORLDPOST
113098,POLITICS
68091,SPORTS
130168,WELLNESS
42288,ENTERTAINMENT
161956,STYLE & BEAUTY
5748,POLITICS
125220,COLLEGE
179527,WELLNESS
8035,CRIME
112029,WELLNESS
167273,STYLE & BEAUTY
46038,STYLE
106958,WEIRD NEWS
26988,LATINO VOICES
119170,STYLE
6457,STYLE
93756,IMPACT
122771,STYLE & BEAUTY
51300,POLITICS
89924,WORLDPOST
23652,THE WORLDPOST
134344,PARENTING
194986,WELLNESS
107765,ENVIRONMENT
136188,WEDDINGS
70559,POLITICS
55360,POLITICS
170150,WELLNESS
32993,THE WORLDPOST
86843,RELIGION
170890,MONEY
59930,TASTE
78188,SPORTS
171263,STYLE & BEAUTY
134179,WEDDINGS
6894,BUSINESS
198452,STYLE & BEAUTY
67934,HEALTHY LIVING
151590,FOOD & DRINK
133080,STYLE & BEAUTY
8242,WORLD NEWS
136602,POLITICS
35470,LATINO VOICES
32204,HEALTHY LIVING
134897,FOOD & DRINK
129833,PARENTING
50862,WORLD NEWS
1294,POLITICS
154222,WELLNESS
139780,PARENTING
94623,EDUCATION
152966,PARENTING
168135,WELLNESS
97220,HEALTHY LIVING
34358,WORLD NEWS
70537,IMPACT
164487,HOME & LIVING
96098,STYLE
189124,WELLNESS
43269,IMPACT
76683,WOMEN
10685,ENTERTAINMENT
63639,QUEER VOICES
72408,CRIME
105885,POLITICS
94770,ENTERTAINMENT
189053,FOOD & DRINK
32407,PARENTS
22884,PARENTS
9738,POLITICS
13581,MEDIA
138093,STYLE & BEAUTY
163705,ARTS
20244,COMEDY
91664,ENTERTAINMENT
25946,POLITICS
136333,WEDDINGS
48682,PARENTS
64392,QUEER VOICES
29451,ENTERTAINMENT
120902,SPORTS
95432,LATINO VOICES
149278,STYLE & BEAUTY
171360,MONEY
154241,WELLNESS
66767,MEDIA
105532,WOMEN
128830,COLLEGE
189454,WELLNESS
117758,SPORTS
41968,ENTERTAINMENT
66101,POLITICS
45980,QUEER VOICES
23719,POLITICS
122287,SPORTS
22941,POLITICS
157305,WELLNESS
99522,WELLNESS
97961,POLITICS
31384,WORLD NEWS
127,ENTERTAINMENT
167522,FOOD & DRINK
35830,POLITICS
113721,PARENTING
158943,STYLE & BEAUTY
99477,PARENTING
180308,WELLNESS
81002,ENTERTAINMENT
45827,POLITICS
75130,COMEDY
184901,WELLNESS
124524,WELLNESS
155817,FOOD & DRINK
138862,BUSINESS
77682,POLITICS
14736,POLITICS
124652,GREEN
86917,QUEER VOICES
65663,ENTERTAINMENT
76322,WOMEN
7423,POLITICS
138963,WELLNESS
77414,COLLEGE
99817,POLITICS
194672,WELLNESS
43077,ENTERTAINMENT
36847,POLITICS
33091,THE WORLDPOST
23590,POLITICS
155758,WEDDINGS
42037,STYLE
100907,STYLE
71443,POLITICS
158821,WEDDINGS
71163,BLACK VOICES
139362,WELLNESS
71029,POLITICS
57694,COMEDY
73857,POLITICS
146956,STYLE & BEAUTY
134383,WELLNESS
175495,PARENTING
188771,PARENTING
139143,ARTS
83321,POLITICS
106492,WELLNESS
117463,IMPACT
152110,WELLNESS
32820,HEALTHY LIVING
21223,PARENTS
61332,COMEDY
153761,STYLE & BEAUTY
547,ENTERTAINMENT
172661,ENTERTAINMENT
95062,ENTERTAINMENT
51692,THE WORLDPOST
95502,PARENTS
109314,FOOD & DRINK
166183,STYLE & BEAUTY
34051,POLITICS
24894,WORLD NEWS
158360,WELLNESS
138541,FOOD & DRINK
53477,POLITICS
27104,POLITICS
16376,ENTERTAINMENT
76907,PARENTS
42629,BUSINESS
43404,CRIME
10899,THE WORLDPOST
139949,WELLNESS
171252,HOME & LIVING
99898,WELLNESS
21246,POLITICS
37024,SPORTS
125509,WORLDPOST
138491,TRAVEL
63926,QUEER VOICES
17870,POLITICS
136971,PARENTING
147557,FOOD & DRINK
15005,WORLD NEWS
62312,ENTERTAINMENT
100065,POLITICS
188245,RELIGION
149910,FOOD & DRINK
58531,POLITICS
96005,POLITICS
108209,POLITICS
82246,POLITICS
46513,POLITICS
23956,EDUCATION
142759,WELLNESS
119629,POLITICS
154380,FOOD & DRINK
114172,POLITICS
192972,WELLNESS
97041,QUEER VOICES
124257,BUSINESS
59855,HEALTHY LIVING
1404,U.S. NEWS
65876,HEALTHY LIVING
185201,WELLNESS
107113,ENTERTAINMENT
42546,COMEDY
131087,POLITICS
181806,HOME & LIVING
36682,ENTERTAINMENT
190359,MONEY
84423,TASTE
102496,WELLNESS
156387,WEDDINGS
8852,POLITICS
48896,POLITICS
173393,PARENTING
54371,ENTERTAINMENT
126665,TRAVEL
79973,POLITICS
102494,POLITICS
28426,POLITICS
76236,WORLDPOST
59391,COMEDY
151454,CRIME
119726,CRIME
118751,POLITICS
188633,COMEDY
106004,FIFTY
79952,SCIENCE
113159,IMPACT
131180,STYLE
79561,PARENTS
110017,WELLNESS
98220,MEDIA
25382,ENTERTAINMENT
56714,ARTS & CULTURE
129503,PARENTING
39661,PARENTS
151428,HOME & LIVING
17532,POLITICS
195337,TRAVEL
115549,GREEN
100405,PARENTING
113413,POLITICS
89330,DIVORCE
3383,POLITICS
75937,POLITICS
139269,RELIGION
97362,PARENTS
42462,IMPACT
122515,IMPACT
112632,THE WORLDPOST
191837,PARENTING
38510,QUEER VOICES
87504,TRAVEL
96120,TRAVEL
37588,ENTERTAINMENT
103551,WELLNESS
89812,ENTERTAINMENT
145626,TRAVEL
91361,WELLNESS
178026,WELLNESS
98205,POLITICS
17909,BLACK VOICES
18889,POLITICS
139423,MONEY
185813,STYLE & BEAUTY
64069,PARENTS
16484,POLITICS
22833,ENTERTAINMENT
77615,POLITICS
167304,FOOD & DRINK
154332,HOME & LIVING
67585,SPORTS
16299,HEALTHY LIVING
122711,STYLE
88192,POLITICS
169638,HOME & LIVING
4549,SCIENCE
106843,BUSINESS
55261,ARTS & CULTURE
36001,POLITICS
75489,COMEDY
37183,ENTERTAINMENT
191040,COMEDY
198627,PARENTING
158145,WELLNESS
60648,POLITICS
59573,POLITICS
8819,ENTERTAINMENT
83021,ENTERTAINMENT
152648,TASTE
36428,ENTERTAINMENT
6469,POLITICS
169437,WELLNESS
128786,TASTE
81796,MEDIA
81337,POLITICS
78397,ENTERTAINMENT
124786,GREEN
102432,STYLE & BEAUTY
31304,POLITICS
149286,WELLNESS
131094,WELLNESS
17241,WOMEN
168174,FOOD & DRINK
135155,STYLE & BEAUTY
134176,TRAVEL
182403,FOOD & DRINK
29258,POLITICS
119213,TRAVEL
81762,BLACK VOICES
184040,WELLNESS
903,ENTERTAINMENT
20475,SPORTS
81963,GOOD NEWS
190796,TRAVEL
115700,RELIGION
131270,WELLNESS
60617,POLITICS
26178,THE WORLDPOST
30150,ENTERTAINMENT
717,WORLD NEWS
69464,WEIRD NEWS
37658,POLITICS
189835,BUSINESS
157472,BUSINESS
106035,ENTERTAINMENT
157220,FOOD & DRINK
199212,WELLNESS
76343,POLITICS
123544,WELLNESS
153338,WELLNESS
51259,ENTERTAINMENT
162435,TRAVEL
52763,RELIGION
62804,GREEN
173678,FOOD & DRINK
185657,HOME & LIVING
63745,ENTERTAINMENT
129445,TRAVEL
125731,TECH
147115,TRAVEL
48766,TASTE
51192,POLITICS
128170,POLITICS
141482,PARENTING
9189,POLITICS
76231,ENTERTAINMENT
105,U.S. NEWS
113658,COLLEGE
68978,POLITICS
111682,IMPACT
150421,WELLNESS
12470,WORLD NEWS
87965,TECH
45262,ENTERTAINMENT
148967,HOME & LIVING
164706,WELLNESS
136620,COMEDY
68036,SPORTS
2667,POLITICS
196646,TRAVEL
25607,PARENTS
137623,WELLNESS
35806,POLITICS
78266,CRIME
69687,CRIME
152455,TRAVEL
11969,POLITICS
197609,COMEDY
8421,POLITICS
26997,ENTERTAINMENT
63757,POLITICS
16704,ENTERTAINMENT
22063,SPORTS
173395,TRAVEL
50522,POLITICS
50137,POLITICS
70920,POLITICS
173106,PARENTING
83039,HEALTHY LIVING
179441,STYLE & BEAUTY
101831,CRIME
174367,TRAVEL
57053,ENTERTAINMENT
81487,ENTERTAINMENT
15341,WEIRD NEWS
165858,FOOD & DRINK
150671,WELLNESS
77285,BLACK VOICES
145851,FOOD & DRINK
45962,SPORTS
54266,WOMEN
19132,POLITICS
149153,WELLNESS
72450,RELIGION
63781,SPORTS
187079,PARENTING
4672,COMEDY
62687,ENTERTAINMENT
147216,QUEER VOICES
72592,TECH
44764,ENTERTAINMENT
65808,ENTERTAINMENT
100575,COLLEGE
156908,QUEER VOICES
167142,FOOD & DRINK
16153,STYLE
69571,TECH
40798,WOMEN
16564,POLITICS
55393,POLITICS
119963,BUSINESS
55032,TASTE
33880,POLITICS
3514,WEIRD NEWS
140276,CRIME
86661,TECH
154343,WELLNESS
84489,POLITICS
101982,ENTERTAINMENT
34874,COMEDY
23747,POLITICS
9734,COMEDY
29939,POLITICS
172137,WELLNESS
53526,BLACK VOICES
82283,GOOD NEWS
174083,BLACK VOICES
162747,FOOD & DRINK
29379,TECH
83404,SPORTS
173038,STYLE & BEAUTY
172319,WELLNESS
187748,TRAVEL
90221,ENTERTAINMENT
65843,ENTERTAINMENT
169,U.S. NEWS
35215,WORLD NEWS
93321,ENTERTAINMENT
105728,POLITICS
91606,POLITICS
98993,POLITICS
27052,RELIGION
102487,ARTS
124063,POLITICS
158549,WELLNESS
96432,BLACK VOICES
132183,FOOD & DRINK
88624,HEALTHY LIVING
93683,TASTE
126698,ARTS
14771,POLITICS
68669,ENTERTAINMENT
27016,WORLD NEWS
112888,WELLNESS
633,POLITICS
76999,TECH
126004,EDUCATION
1347,SPORTS
82942,POLITICS
10405,POLITICS
2633,U.S. NEWS
87395,POLITICS
149809,HOME & LIVING
148717,STYLE & BEAUTY
61957,POLITICS
108258,HEALTHY LIVING
13774,POLITICS
117963,WEIRD NEWS
176792,TRAVEL
14930,BUSINESS
106216,BUSINESS
56400,COMEDY
12997,CRIME
146203,STYLE & BEAUTY
1349,PARENTS
203,SPORTS
114824,COMEDY
54065,ENTERTAINMENT
12843,POLITICS
78031,HEALTHY LIVING
175108,TRAVEL
59672,SPORTS
141662,WEIRD NEWS
108448,MONEY
124940,POLITICS
123143,ENTERTAINMENT
110741,GOOD NEWS
51162,POLITICS
20698,MEDIA
60058,SPORTS
156288,SCIENCE
179373,STYLE & BEAUTY
195862,WELLNESS
165720,WELLNESS
126566,TRAVEL
12219,COMEDY
187718,MONEY
129159,TRAVEL
103463,WELLNESS
76942,POLITICS
81940,MEDIA
130375,PARENTING
123367,POLITICS
164472,STYLE & BEAUTY
104515,POLITICS
131196,FOOD & DRINK
165728,TRAVEL
185262,WELLNESS
52559,CRIME
128688,EDUCATION
60359,WEDDINGS
132482,DIVORCE
25416,POLITICS
9211,ENTERTAINMENT
177063,BLACK VOICES
102279,POLITICS
169992,WELLNESS
96876,WELLNESS
30094,ENTERTAINMENT
129799,MONEY
136325,TRAVEL
117823,POLITICS
154630,TRAVEL
79739,ENTERTAINMENT
93189,TASTE
115523,QUEER VOICES
156056,PARENTING
108430,WORLDPOST
7463,ENTERTAINMENT
31597,BLACK VOICES
29924,LATINO VOICES
175739,WEDDINGS
127655,WORLDPOST
122835,SPORTS
72216,POLITICS
161410,DIVORCE
17061,CRIME
161730,WELLNESS
122712,GREEN
189521,WELLNESS
9400,POLITICS
188733,CULTURE & ARTS
171978,PARENTING
46835,POLITICS
96719,COMEDY
174940,TRAVEL
65380,GOOD NEWS
113816,BUSINESS
48011,WOMEN
153819,QUEER VOICES
166443,FOOD & DRINK
64428,TRAVEL
82397,POLITICS
16751,ENTERTAINMENT
76507,TECH
99185,POLITICS
57252,PARENTING
112902,ENTERTAINMENT
18396,IMPACT
120723,BUSINESS
196145,TRAVEL
50352,POLITICS
55006,PARENTS
7303,COMEDY
89937,RELIGION
33646,POLITICS
121677,POLITICS
20108,THE WORLDPOST
72100,PARENTING
24038,IMPACT
133997,SCIENCE
58319,WORLD NEWS
156634,PARENTING
133114,FOOD & DRINK
152033,WELLNESS
166928,WELLNESS
95810,PARENTING
4910,MEDIA
178940,ENTERTAINMENT
47551,POLITICS
128711,LATINO VOICES
25804,COMEDY
150002,WEDDINGS
1745,ENTERTAINMENT
131508,WELLNESS
126,U.S. NEWS
138485,SPORTS
56118,POLITICS
158979,WEDDINGS
69482,SPORTS
38717,CRIME
96527,WORLDPOST
34942,POLITICS
75451,WOMEN
70134,POLITICS
152587,COMEDY
54862,POLITICS
161472,WELLNESS
80317,ENTERTAINMENT
35694,RELIGION
158147,WELLNESS
39856,PARENTS
152250,WELLNESS
14191,POLITICS
149060,ENTERTAINMENT
149271,FOOD & DRINK
29128,POLITICS
72042,HEALTHY LIVING
183550,PARENTING
44435,BLACK VOICES
134819,STYLE & BEAUTY
15943,BLACK VOICES
46171,WOMEN
15617,MEDIA
140979,WELLNESS
166975,STYLE & BEAUTY
22778,ENTERTAINMENT
90722,COLLEGE
63302,IMPACT
22001,COMEDY
41315,POLITICS
2765,ENTERTAINMENT
172177,WELLNESS
184414,PARENTING
13705,POLITICS
33815,THE WORLDPOST
87798,POLITICS
34982,COMEDY
170189,WELLNESS
118938,PARENTING
162797,FOOD & DRINK
103807,MONEY
125865,ARTS
140684,DIVORCE
99584,WORLDPOST
79550,GOOD NEWS
157495,ENVIRONMENT
146834,STYLE & BEAUTY
61310,ENTERTAINMENT
57834,THE WORLDPOST
33323,COMEDY
119409,WELLNESS
105077,WORLDPOST
14484,POLITICS
84620,MEDIA
90764,RELIGION
119704,ENTERTAINMENT
85795,ENTERTAINMENT
39,ENTERTAINMENT
149210,FOOD & DRINK
35977,WEIRD NEWS
140029,STYLE & BEAUTY
108949,CRIME
27261,BLACK VOICES
82731,POLITICS
45435,POLITICS
60699,COMEDY
38743,WORLD NEWS
93281,BUSINESS
60273,POLITICS
50573,POLITICS
156668,PARENTING
118798,LATINO VOICES
73134,POLITICS
181976,ENVIRONMENT
34602,POLITICS
64447,ENTERTAINMENT
6962,U.S. NEWS
108867,GOOD NEWS
94556,TRAVEL
126247,QUEER VOICES
134150,BUSINESS
115064,WELLNESS
20296,POLITICS
19729,ENTERTAINMENT
91418,IMPACT
19983,TRAVEL
23169,POLITICS
61848,U.S. NEWS
72874,PARENTS
95285,STYLE
63819,QUEER VOICES
51866,ENTERTAINMENT
62460,BLACK VOICES
112140,WELLNESS
112724,IMPACT
130186,WELLNESS
139363,STYLE & BEAUTY
160441,PARENTING
60973,HEALTHY LIVING
136059,POLITICS
166133,CULTURE & ARTS
156580,STYLE & BEAUTY
11068,POLITICS
148176,TRAVEL
83907,STYLE
111688,BUSINESS
20921,POLITICS
11727,ENTERTAINMENT
57467,POLITICS
82695,ENTERTAINMENT
106338,BUSINESS
125227,WORLDPOST
59211,POLITICS
53833,COMEDY
33380,THE WORLDPOST
133049,POLITICS
72608,POLITICS
18831,WEIRD NEWS
21998,PARENTS
147274,WELLNESS
148583,DIVORCE
120441,IMPACT
196804,WELLNESS
119388,WORLDPOST
51693,POLITICS
9009,COMEDY
23560,HEALTHY LIVING
108350,ENTERTAINMENT
141043,ARTS
67018,SPORTS
59197,WELLNESS
25924,ENTERTAINMENT
176151,WELLNESS
40009,POLITICS
40993,COMEDY
165830,PARENTING
58016,PARENTS
105244,BUSINESS
198659,WELLNESS
18608,POLITICS
153691,PARENTS
151828,TRAVEL
130105,FOOD & DRINK
10041,ENTERTAINMENT
188524,WELLNESS
100707,SPORTS
125115,SPORTS
22221,ENTERTAINMENT
12141,POLITICS
176983,PARENTING
45162,POLITICS
32794,POLITICS
92381,TRAVEL
44612,COMEDY
37010,POLITICS
34180,PARENTS
109783,POLITICS
117064,STYLE
74351,STYLE
67698,GREEN
123489,POLITICS
40996,WOMEN
150507,STYLE & BEAUTY
11257,POLITICS
194297,STYLE & BEAUTY
21165,COMEDY
34388,PARENTS
163878,WEDDINGS
178178,WELLNESS
156443,TRAVEL
1575,FOOD & DRINK
133841,POLITICS
150045,STYLE & BEAUTY
129618,STYLE & BEAUTY
112435,WOMEN
43719,POLITICS
54018,POLITICS
121824,WELLNESS
91348,WELLNESS
64835,WEIRD NEWS
29097,ENTERTAINMENT
74339,ENTERTAINMENT
106180,SPORTS
40935,COMEDY
126573,WELLNESS
175300,COMEDY
66253,CRIME
187933,STYLE & BEAUTY
77005,WEIRD NEWS
61581,BUSINESS
141533,STYLE & BEAUTY
120484,GREEN
128493,IMPACT
128525,HEALTHY LIVING
95573,IMPACT
84339,THE WORLDPOST
92158,TRAVEL
125092,ARTS
8886,ENTERTAINMENT
14539,SPORTS
105740,COMEDY
14081,POLITICS
131584,FOOD & DRINK
11181,WOMEN
10744,COMEDY
191813,PARENTING
52222,POLITICS
182961,TRAVEL
165673,WELLNESS
53154,ENTERTAINMENT
123098,FIFTY
83177,COMEDY
70090,SCIENCE
118577,WORLDPOST
168484,WELLNESS
28313,POLITICS
165505,BUSINESS
117387,IMPACT
44094,ENTERTAINMENT
140449,WELLNESS
58861,WORLD NEWS
18594,POLITICS
92593,QUEER VOICES
46681,POLITICS
95005,MONEY
4600,POLITICS
23275,STYLE
133946,HOME & LIVING
97504,STYLE
134044,WELLNESS
109539,QUEER VOICES
161746,HOME & LIVING
36772,POLITICS
155329,STYLE & BEAUTY
110200,COLLEGE
62565,THE WORLDPOST
67825,POLITICS
56188,THE WORLDPOST
67486,QUEER VOICES
193584,STYLE & BEAUTY
196547,WEDDINGS
16176,TECH
47276,TECH
96195,STYLE
131009,WORLDPOST
150135,FOOD & DRINK
149471,TRAVEL
34967,POLITICS
9549,POLITICS
45176,THE WORLDPOST
1342,POLITICS
178117,WELLNESS
48514,POLITICS
139706,STYLE & BEAUTY
155947,WEDDINGS
104976,LATINO VOICES
23839,WORLD NEWS
31791,WORLD NEWS
75527,POLITICS
119418,HEALTHY LIVING
3256,POLITICS
8680,COMEDY
17865,POLITICS
161090,WELLNESS
154123,WELLNESS
169857,SPORTS
54014,SPORTS
158510,DIVORCE
81288,POLITICS
58042,POLITICS
71412,PARENTING
67005,TRAVEL
68481,POLITICS
30960,WORLD NEWS
181498,WELLNESS
8631,POLITICS
35370,WOMEN
86028,CRIME
112397,POLITICS
38237,POLITICS
128970,PARENTING
18455,ENTERTAINMENT
9458,COMEDY
22867,ENTERTAINMENT
107696,BLACK VOICES
130434,WELLNESS
99261,FOOD & DRINK
79944,CRIME
130845,FOOD & DRINK
64280,ARTS & CULTURE
6112,U.S. NEWS
32147,HEALTHY LIVING
58094,PARENTS
193477,TRAVEL
96541,TRAVEL
51123,POLITICS
173265,STYLE & BEAUTY
54041,COMEDY
47971,BLACK VOICES
143824,HEALTHY LIVING
187548,WELLNESS
17788,POLITICS
12483,POLITICS
153586,FOOD & DRINK
103905,THE WORLDPOST
139238,TRAVEL
63992,POLITICS
18326,POLITICS
9337,ENTERTAINMENT
7613,ENTERTAINMENT
52859,IMPACT
150245,TRAVEL
17043,POLITICS
104966,MEDIA
36424,ENTERTAINMENT
10319,ENTERTAINMENT
183876,HOME & LIVING
84938,SPORTS
11732,CRIME
152898,TRAVEL
195543,TRAVEL
108406,POLITICS
150577,WELLNESS
110501,ENTERTAINMENT
140910,STYLE & BEAUTY
133982,TRAVEL
103140,WOMEN
61895,POLITICS
8506,POLITICS
98814,WELLNESS
146139,WELLNESS
111267,POLITICS
160746,DIVORCE
103602,POLITICS
133990,TRAVEL
162880,FOOD & DRINK
22817,WORLD NEWS
60570,POLITICS
14501,SPORTS
103361,WELLNESS
49981,ENTERTAINMENT
113498,POLITICS
163813,PARENTING
13327,ENTERTAINMENT
172393,PARENTING
186307,HOME & LIVING
165571,COMEDY
145333,WELLNESS
65784,POLITICS
62483,POLITICS
24409,POLITICS
16137,POLITICS
65553,SPORTS
155557,TRAVEL
171463,WELLNESS
112229,ENTERTAINMENT
96363,SCIENCE
120702,HEALTHY LIVING
155407,FOOD & DRINK
165113,PARENTING
10700,POLITICS
183660,FOOD & DRINK
103721,TRAVEL
128290,PARENTING
175131,WELLNESS
149685,QUEER VOICES
130343,BUSINESS
139158,DIVORCE
189378,FOOD & DRINK
133248,WELLNESS
99913,ENTERTAINMENT
122961,BUSINESS
134862,PARENTING
160515,COMEDY
15557,COMEDY
36269,BLACK VOICES
154617,TRAVEL
61541,WEIRD NEWS
131302,PARENTING
97814,WORLDPOST
195507,WELLNESS
102845,PARENTS
156439,WELLNESS
25981,POLITICS
194241,HOME & LIVING
174242,WELLNESS
59119,GOOD NEWS
86352,POLITICS
38064,BLACK VOICES
160112,STYLE & BEAUTY
114502,WELLNESS
42766,POLITICS
167276,DIVORCE
71741,HEALTHY LIVING
46702,POLITICS
112072,WELLNESS
95234,WELLNESS
198529,WEDDINGS
18700,POLITICS
54206,IMPACT
134329,WEDDINGS
145220,STYLE & BEAUTY
152336,PARENTING
105032,RELIGION
30491,TASTE
162894,TRAVEL
148788,PARENTING
103805,TASTE
43903,GREEN
87389,CRIME
78413,GOOD NEWS
62205,ARTS
167842,WELLNESS
187979,PARENTING
9748,COMEDY
91645,FOOD & DRINK
95115,IMPACT
7701,WOMEN
65207,POLITICS
159786,WEDDINGS
194368,TRAVEL
198735,STYLE & BEAUTY
71595,HEALTHY LIVING
137016,WELLNESS
46858,QUEER VOICES
52163,SPORTS
196213,STYLE & BEAUTY
126892,WOMEN
36988,BLACK VOICES
147810,TRAVEL
184515,WELLNESS
81072,COLLEGE
147063,HEALTHY LIVING
73039,POLITICS
138645,CRIME
81054,CRIME
75886,ENTERTAINMENT
36336,POLITICS
80349,WELLNESS
41799,ENTERTAINMENT
86336,POLITICS
27609,POLITICS
75712,HEALTHY LIVING
122482,POLITICS
46877,THE WORLDPOST
107624,FIFTY
57297,ARTS & CULTURE
123498,WEIRD NEWS
123089,WEIRD NEWS
84409,RELIGION
53422,WOMEN
134231,WELLNESS
130074,STYLE & BEAUTY
144216,STYLE & BEAUTY
120239,PARENTS
19004,HEALTHY LIVING
66328,POLITICS
42419,POLITICS
191152,POLITICS
55007,COMEDY
81176,MEDIA
79073,TASTE
191244,STYLE & BEAUTY
185642,TRAVEL
147051,WELLNESS
128132,QUEER VOICES
25625,BUSINESS
82869,POLITICS
83702,PARENTS
13373,QUEER VOICES
182604,PARENTING
9561,QUEER VOICES
73634,BUSINESS
144064,GREEN
12493,QUEER VOICES
186912,PARENTING
148338,STYLE & BEAUTY
59446,SPORTS
38606,ENTERTAINMENT
151341,TRAVEL
18509,POLITICS
106149,HEALTHY LIVING
110782,COMEDY
195660,PARENTING
172875,BLACK VOICES
3607,POLITICS
61941,ENTERTAINMENT
27491,WORLD NEWS
138508,WELLNESS
163471,MEDIA
42261,COMEDY
169657,WELLNESS
167762,DIVORCE
35149,LATINO VOICES
106301,POLITICS
10601,CRIME
86883,POLITICS
107348,FOOD & DRINK
24771,HEALTHY LIVING
49506,POLITICS
184262,WELLNESS
86127,BUSINESS
28338,LATINO VOICES
197479,FOOD & DRINK
111038,WORLDPOST
97205,POLITICS
162068,TRAVEL
51187,POLITICS
67584,STYLE
97830,ARTS
105216,QUEER VOICES
137855,QUEER VOICES
9079,ENTERTAINMENT
158949,EDUCATION
141114,TECH
126271,TRAVEL
82188,ENTERTAINMENT
34830,POLITICS
122227,IMPACT
22999,POLITICS
74282,COMEDY
47225,WOMEN
125094,RELIGION
144008,ENTERTAINMENT
133962,WELLNESS
66022,IMPACT
177669,CRIME
36234,QUEER VOICES
114579,CULTURE & ARTS
140412,PARENTING
6125,CRIME
84700,POLITICS
121601,BUSINESS
13815,POLITICS
90309,COMEDY
151754,FOOD & DRINK
9656,POLITICS
10110,ENTERTAINMENT
196692,WEDDINGS
119536,QUEER VOICES
100876,WOMEN
158987,WEDDINGS
174703,BLACK VOICES
23075,TASTE
154885,WELLNESS
193272,FOOD & DRINK
68771,POLITICS
114808,GREEN
124239,POLITICS
91414,ARTS & CULTURE
46280,ENTERTAINMENT
104952,POLITICS
187925,HOME & LIVING
31039,POLITICS
40251,THE WORLDPOST
111752,ENTERTAINMENT
141736,STYLE & BEAUTY
62046,MEDIA
69279,ENTERTAINMENT
85229,POLITICS
26591,WORLD NEWS
156877,MONEY
186504,WEDDINGS
146257,STYLE & BEAUTY
12088,POLITICS
105632,BLACK VOICES
78474,POLITICS
189262,TRAVEL
22251,WEIRD NEWS
154400,HOME & LIVING
75245,IMPACT
